Year,Area,avg_temp,average_rain_fall_mm_per_year,Domain,Element,Item,Unit,Value
2011,Algeria,17.79,89,Crops,Yield,Sorghum,hg/ha,100000.0
2011,Algeria,17.79,89,Crops,Yield,Wheat,hg/ha,17405.0
2012,Algeria,17.91,89,Crops,Yield,Maize,hg/ha,25583.0
2012,Algeria,17.91,89,Crops,Yield,Potatoes,hg/ha,304291.0
2012,Algeria,17.91,89,Crops,Yield,"Rice, paddy",hg/ha,16667.0
2012,Algeria,17.91,89,Crops,Yield,Sorghum,hg/ha,206000.0
2012,Algeria,17.91,89,Crops,Yield,Wheat,hg/ha,17639.0
2013,Algeria,17.65,89,Crops,Yield,Maize,hg/ha,33649.0
2013,Algeria,17.65,89,Crops,Yield,Potatoes,hg/ha,303218.0
2013,Algeria,17.65,89,Crops,Yield,"Rice, paddy",hg/ha,17778.0
2013,Algeria,17.65,89,Crops,Yield,Sorghum,hg/ha,60000.0
2013,Algeria,17.65,89,Crops,Yield,Wheat,hg/ha,19100.0
1985,Angola,23.94,1010,Crops,Yield,Cassava,hg/ha,34250.0
1985,Angola,23.94,1010,Crops,Yield,Maize,hg/ha,4167.0
1985,Angola,23.94,1010,Crops,Yield,Potatoes,hg/ha,72727.0
1985,Angola,23.94,1010,Crops,Yield,"Rice, paddy",hg/ha,8333.0
1985,Angola,23.94,1010,Crops,Yield,Sweet potatoes,hg/ha,89474.0
1985,Angola,23.94,1010,Crops,Yield,Wheat,hg/ha,6250.0
1986,Angola,23.95,1010,Crops,Yield,Cassava,hg/ha,34878.0
1986,Angola,23.95,1010,Crops,Yield,Maize,hg/ha,3500.0
1986,Angola,23.95,1010,Crops,Yield,Potatoes,hg/ha,72727.0
1986,Angola,23.95,1010,Crops,Yield,"Rice, paddy",hg/ha,8333.0
1986,Angola,23.95,1010,Crops,Yield,Sweet potatoes,hg/ha,89474.0
1986,Angola,23.95,1010,Crops,Yield,Wheat,hg/ha,8000.0
1987,Angola,24.49,1010,Crops,Yield,Cassava,hg/ha,35000.0
1987,Angola,24.49,1010,Crops,Yield,Maize,hg/ha,3529.0
1987,Angola,24.49,1010,Crops,Yield,Potatoes,hg/ha,72727.0
1987,Angola,24.49,1010,Crops,Yield,"Rice, paddy",hg/ha,6667.0
1987,Angola,24.49,1010,Crops,Yield,Sweet potatoes,hg/ha,89474.0
1987,Angola,24.49,1010,Crops,Yield,Wheat,hg/ha,8000.0
1989,Angola,23.99,1010,Crops,Yield,Cassava,hg/ha,40000.0
1989,Angola,23.99,1010,Crops,Yield,Maize,hg/ha,2358.0
1989,Angola,23.99,1010,Crops,Yield,Potatoes,hg/ha,40000.0
1989,Angola,23.99,1010,Crops,Yield,"Rice, paddy",hg/ha,7500.0
1989,Angola,23.99,1010,Crops,Yield,Sweet potatoes,hg/ha,86842.0
1989,Angola,23.99,1010,Crops,Yield,Wheat,hg/ha,8000.0
1990,Angola,24.12,1010,Crops,Yield,Cassava,hg/ha,41177.0
1990,Angola,24.12,1010,Crops,Yield,Maize,hg/ha,2736.0
1990,Angola,24.12,1010,Crops,Yield,Potatoes,hg/ha,40000.0
1990,Angola,24.12,1010,Crops,Yield,"Rice, paddy",hg/ha,9512.0
1990,Angola,24.12,1010,Crops,Yield,Sweet potatoes,hg/ha,89342.0
1990,Angola,24.12,1010,Crops,Yield,Wheat,hg/ha,7995.0
1991,Angola,24.02,1010,Crops,Yield,Cassava,hg/ha,40295.0
1991,Angola,24.02,1010,Crops,Yield,Maize,hg/ha,4013.0
1991,Angola,24.02,1010,Crops,Yield,Potatoes,hg/ha,40000.0
1991,Angola,24.02,1010,Crops,Yield,"Rice, paddy",hg/ha,10000.0
1991,Angola,24.02,1010,Crops,Yield,Sweet potatoes,hg/ha,83001.0
1991,Angola,24.02,1010,Crops,Yield,Wheat,hg/ha,8000.0
1992,Angola,23.96,1010,Crops,Yield,Cassava,hg/ha,42295.0
1992,Angola,23.96,1010,Crops,Yield,Maize,hg/ha,3778.0
1992,Angola,23.96,1010,Crops,Yield,Potatoes,hg/ha,40000.0
1992,Angola,23.96,1010,Crops,Yield,"Rice, paddy",hg/ha,9106.0
1992,Angola,23.96,1010,Crops,Yield,Sweet potatoes,hg/ha,90000.0
1992,Angola,23.96,1010,Crops,Yield,Wheat,hg/ha,8000.0
1993,Angola,24.15,1010,Crops,Yield,Cassava,hg/ha,42295.0
1993,Angola,24.15,1010,Crops,Yield,Maize,hg/ha,2627.0
1993,Angola,24.15,1010,Crops,Yield,Potatoes,hg/ha,70000.0
1993,Angola,24.15,1010,Crops,Yield,"Rice, paddy",hg/ha,8000.0
1993,Angola,24.15,1010,Crops,Yield,Sweet potatoes,hg/ha,88095.0
1993,Angola,24.15,1010,Crops,Yield,Wheat,hg/ha,8876.0
1994,Angola,24.04,1010,Crops,Yield,Cassava,hg/ha,58596.0
1994,Angola,24.04,1010,Crops,Yield,Maize,hg/ha,2463.0
1994,Angola,24.04,1010,Crops,Yield,Potatoes,hg/ha,90000.0
1994,Angola,24.04,1010,Crops,Yield,"Rice, paddy",hg/ha,8750.0
1994,Angola,24.04,1010,Crops,Yield,Sweet potatoes,hg/ha,83192.0
1994,Angola,24.04,1010,Crops,Yield,Wheat,hg/ha,10000.0
1995,Angola,24.56,1010,Crops,Yield,Cassava,hg/ha,51000.0
1995,Angola,24.56,1010,Crops,Yield,Maize,hg/ha,3517.0
1995,Angola,24.56,1010,Crops,Yield,Potatoes,hg/ha,76738.0
1995,Angola,24.56,1010,Crops,Yield,"Rice, paddy",hg/ha,14615.0
1995,Angola,24.56,1010,Crops,Yield,Sweet potatoes,hg/ha,81138.0
1995,Angola,24.56,1010,Crops,Yield,Wheat,hg/ha,11855.0
1996,Angola,24.11,1010,Crops,Yield,Cassava,hg/ha,48077.0
1996,Angola,24.11,1010,Crops,Yield,Maize,hg/ha,6993.0
1996,Angola,24.11,1010,Crops,Yield,Potatoes,hg/ha,70000.0
1996,Angola,24.11,1010,Crops,Yield,"Rice, paddy",hg/ha,17500.0
1996,Angola,24.11,1010,Crops,Yield,Sweet potatoes,hg/ha,85455.0
1996,Angola,24.11,1010,Crops,Yield,Wheat,hg/ha,13738.0
1997,Angola,24.06,1010,Crops,Yield,Cassava,hg/ha,44205.0
1997,Angola,24.06,1010,Crops,Yield,Maize,hg/ha,5959.0
1997,Angola,24.06,1010,Crops,Yield,Potatoes,hg/ha,68571.0
1997,Angola,24.06,1010,Crops,Yield,"Rice, paddy",hg/ha,20000.0
1997,Angola,24.06,1010,Crops,Yield,Sweet potatoes,hg/ha,78098.0
1997,Angola,24.06,1010,Crops,Yield,Wheat,hg/ha,15509.0
1998,Angola,24.96,1010,Crops,Yield,Cassava,hg/ha,55728.0
1998,Angola,24.96,1010,Crops,Yield,Maize,hg/ha,7396.0
1998,Angola,24.96,1010,Crops,Yield,Potatoes,hg/ha,62724.0
1998,Angola,24.96,1010,Crops,Yield,"Rice, paddy",hg/ha,20000.0
1998,Angola,24.96,1010,Crops,Yield,Sweet potatoes,hg/ha,76256.0
1998,Angola,24.96,1010,Crops,Yield,Wheat,hg/ha,17143.0
1999,Angola,24.37,1010,Crops,Yield,Cassava,hg/ha,59821.0
1999,Angola,24.37,1010,Crops,Yield,Maize,hg/ha,6361.0
1999,Angola,24.37,1010,Crops,Yield,Potatoes,hg/ha,54597.0
1999,Angola,24.37,1010,Crops,Yield,"Rice, paddy",hg/ha,14235.0
1999,Angola,24.37,1010,Crops,Yield,Sweet potatoes,hg/ha,82865.0
1999,Angola,24.37,1010,Crops,Yield,Wheat,hg/ha,17391.0
2000,Angola,24.41,1010,Crops,Yield,Cassava,hg/ha,82992.0
2000,Angola,24.41,1010,Crops,Yield,Maize,hg/ha,5745.0
2000,Angola,24.41,1010,Crops,Yield,Potatoes,hg/ha,29885.0
2000,Angola,24.41,1010,Crops,Yield,"Rice, paddy",hg/ha,13454.0
2000,Angola,24.41,1010,Crops,Yield,Sorghum,hg/ha,3333.0
2000,Angola,24.41,1010,Crops,Yield,Soybeans,hg/ha,2333.0
2000,Angola,24.41,1010,Crops,Yield,Sweet potatoes,hg/ha,34938.0
2000,Angola,24.41,1010,Crops,Yield,Wheat,hg/ha,17023.0
2001,Angola,24.43,1010,Crops,Yield,Cassava,hg/ha,94072.0
2001,Angola,24.43,1010,Crops,Yield,Maize,hg/ha,5754.0
2001,Angola,24.43,1010,Crops,Yield,Potatoes,hg/ha,42552.0
2001,Angola,24.43,1010,Crops,Yield,"Rice, paddy",hg/ha,13701.0
2001,Angola,24.43,1010,Crops,Yield,Sorghum,hg/ha,3571.0
2001,Angola,24.43,1010,Crops,Yield,Soybeans,hg/ha,2500.0
2001,Angola,24.43,1010,Crops,Yield,Sweet potatoes,hg/ha,44458.0
2001,Angola,24.43,1010,Crops,Yield,Wheat,hg/ha,16667.0
2002,Angola,24.79,1010,Crops,Yield,Cassava,hg/ha,110071.0
2002,Angola,24.79,1010,Crops,Yield,Maize,hg/ha,6706.0
2002,Angola,24.79,1010,Crops,Yield,Potatoes,hg/ha,42754.0
2002,Angola,24.79,1010,Crops,Yield,"Rice, paddy",hg/ha,13198.0
2002,Angola,24.79,1010,Crops,Yield,Sorghum,hg/ha,3400.0
2002,Angola,24.79,1010,Crops,Yield,Soybeans,hg/ha,2857.0
2002,Angola,24.79,1010,Crops,Yield,Sweet potatoes,hg/ha,42190.0
2002,Angola,24.79,1010,Crops,Yield,Wheat,hg/ha,15455.0
2004,Angola,24.22,1010,Crops,Yield,Cassava,hg/ha,125605.0
2004,Angola,24.22,1010,Crops,Yield,Maize,hg/ha,5404.0
2004,Angola,24.22,1010,Crops,Yield,Potatoes,hg/ha,20150.0
2004,Angola,24.22,1010,Crops,Yield,"Rice, paddy",hg/ha,11584.0
2004,Angola,24.22,1010,Crops,Yield,Sorghum,hg/ha,3333.0
2004,Angola,24.22,1010,Crops,Yield,Soybeans,hg/ha,3600.0
2004,Angola,24.22,1010,Crops,Yield,Sweet potatoes,hg/ha,45360.0
2004,Angola,24.22,1010,Crops,Yield,Wheat,hg/ha,12442.0
2005,Angola,24.41,1010,Crops,Yield,Cassava,hg/ha,117628.0
2005,Angola,24.41,1010,Crops,Yield,Maize,hg/ha,6736.0
2005,Angola,24.41,1010,Crops,Yield,Potatoes,hg/ha,23646.0
2005,Angola,24.41,1010,Crops,Yield,"Rice, paddy",hg/ha,6977.0
2005,Angola,24.41,1010,Crops,Yield,Sorghum,hg/ha,3333.0
2005,Angola,24.41,1010,Crops,Yield,Soybeans,hg/ha,3793.0
2005,Angola,24.41,1010,Crops,Yield,Sweet potatoes,hg/ha,46159.0
2005,Angola,24.41,1010,Crops,Yield,Wheat,hg/ha,10946.0
2006,Angola,24.14,1010,Crops,Yield,Cassava,hg/ha,117201.0
2006,Angola,24.14,1010,Crops,Yield,Maize,hg/ha,4687.0
2006,Angola,24.14,1010,Crops,Yield,Potatoes,hg/ha,52148.0
2006,Angola,24.14,1010,Crops,Yield,"Rice, paddy",hg/ha,4947.0
2006,Angola,24.14,1010,Crops,Yield,Sorghum,hg/ha,4091.0
2006,Angola,24.14,1010,Crops,Yield,Soybeans,hg/ha,4286.0
2006,Angola,24.14,1010,Crops,Yield,Sweet potatoes,hg/ha,44240.0
2006,Angola,24.14,1010,Crops,Yield,Wheat,hg/ha,10000.0
2007,Angola,24.24,1010,Crops,Yield,Cassava,hg/ha,115387.0
2007,Angola,24.24,1010,Crops,Yield,Maize,hg/ha,5091.0
2007,Angola,24.24,1010,Crops,Yield,Potatoes,hg/ha,62138.0
2007,Angola,24.24,1010,Crops,Yield,"Rice, paddy",hg/ha,5143.0
2007,Angola,24.24,1010,Crops,Yield,Sorghum,hg/ha,4031.0
2007,Angola,24.24,1010,Crops,Yield,Soybeans,hg/ha,6883.0
2007,Angola,24.24,1010,Crops,Yield,Sweet potatoes,hg/ha,58855.0
2007,Angola,24.24,1010,Crops,Yield,Wheat,hg/ha,10000.0
2008,Angola,24.27,1010,Crops,Yield,Cassava,hg/ha,148084.0
2008,Angola,24.27,1010,Crops,Yield,Maize,hg/ha,7946.0
2008,Angola,24.27,1010,Crops,Yield,Potatoes,hg/ha,85085.0
2008,Angola,24.27,1010,Crops,Yield,"Rice, paddy",hg/ha,5084.0
2008,Angola,24.27,1010,Crops,Yield,Sorghum,hg/ha,929.0
2008,Angola,24.27,1010,Crops,Yield,Soybeans,hg/ha,8575.0
2008,Angola,24.27,1010,Crops,Yield,Sweet potatoes,hg/ha,65437.0
2008,Angola,24.27,1010,Crops,Yield,Wheat,hg/ha,10000.0
2009,Angola,24.33,1010,Crops,Yield,Cassava,hg/ha,151759.0
2009,Angola,24.33,1010,Crops,Yield,Maize,hg/ha,6614.0
2009,Angola,24.33,1010,Crops,Yield,Potatoes,hg/ha,86509.0
2009,Angola,24.33,1010,Crops,Yield,"Rice, paddy",hg/ha,6028.0
2009,Angola,24.33,1010,Crops,Yield,Sorghum,hg/ha,2480.0
2009,Angola,24.33,1010,Crops,Yield,Soybeans,hg/ha,4449.0
2009,Angola,24.33,1010,Crops,Yield,Sweet potatoes,hg/ha,66475.0
2009,Angola,24.33,1010,Crops,Yield,Wheat,hg/ha,10000.0
2010,Angola,24.44,1010,Crops,Yield,Cassava,hg/ha,155782.0
2010,Angola,24.44,1010,Crops,Yield,Maize,hg/ha,7200.0
2010,Angola,24.44,1010,Crops,Yield,Potatoes,hg/ha,87425.0
2010,Angola,24.44,1010,Crops,Yield,"Rice, paddy",hg/ha,7403.0
2010,Angola,24.44,1010,Crops,Yield,Sorghum,hg/ha,2814.0
2010,Angola,24.44,1010,Crops,Yield,Soybeans,hg/ha,4446.0
2010,Angola,24.44,1010,Crops,Yield,Sweet potatoes,hg/ha,63001.0
2010,Angola,24.44,1010,Crops,Yield,Wheat,hg/ha,10526.0
2011,Angola,24.15,1010,Crops,Yield,Cassava,hg/ha,133649.0
2011,Angola,24.15,1010,Crops,Yield,Maize,hg/ha,7376.0
2011,Angola,24.15,1010,Crops,Yield,Potatoes,hg/ha,81366.0
2011,Angola,24.15,1010,Crops,Yield,"Rice, paddy",hg/ha,8914.0
2011,Angola,24.15,1010,Crops,Yield,Sorghum,hg/ha,3320.0
2011,Angola,24.15,1010,Crops,Yield,Soybeans,hg/ha,5294.0
2011,Angola,24.15,1010,Crops,Yield,Sweet potatoes,hg/ha,65512.0
2011,Angola,24.15,1010,Crops,Yield,Wheat,hg/ha,10959.0
2012,Angola,24.24,1010,Crops,Yield,Cassava,hg/ha,100073.0
2012,Angola,24.24,1010,Crops,Yield,Maize,hg/ha,7770.0
2012,Angola,24.24,1010,Crops,Yield,Potatoes,hg/ha,69381.0
2012,Angola,24.24,1010,Crops,Yield,"Rice, paddy",hg/ha,7703.0
2012,Angola,24.24,1010,Crops,Yield,Sorghum,hg/ha,998.0
2012,Angola,24.24,1010,Crops,Yield,Soybeans,hg/ha,1641.0
2012,Angola,24.24,1010,Crops,Yield,Sweet potatoes,hg/ha,52954.0
2012,Angola,24.24,1010,Crops,Yield,Wheat,hg/ha,11258.0
2013,Angola,24.55,1010,Crops,Yield,Cassava,hg/ha,140517.0
2013,Angola,24.55,1010,Crops,Yield,Maize,hg/ha,9467.0
2013,Angola,24.55,1010,Crops,Yield,Potatoes,hg/ha,63303.0
2013,Angola,24.55,1010,Crops,Yield,"Rice, paddy",hg/ha,12744.0
2013,Angola,24.55,1010,Crops,Yield,Sorghum,hg/ha,2415.0
2013,Angola,24.55,1010,Crops,Yield,Soybeans,hg/ha,4405.0
2013,Angola,24.55,1010,Crops,Yield,Sweet potatoes,hg/ha,73409.0
2013,Angola,24.55,1010,Crops,Yield,Wheat,hg/ha,9022.0
1985,Argentina,17.53,591,Crops,Yield,Cassava,hg/ha,91408.0
1985,Argentina,17.53,591,Crops,Yield,Maize,hg/ha,35629.0
1985,Argentina,17.53,591,Crops,Yield,Potatoes,hg/ha,211124.0
1985,Argentina,17.53,591,Crops,Yield,"Rice, paddy",hg/ha,36782.0
1985,Argentina,17.53,591,Crops,Yield,Sorghum,hg/ha,31552.0
1985,Argentina,17.53,591,Crops,Yield,Soybeans,hg/ha,19884.0
1985,Argentina,17.53,591,Crops,Yield,Sweet potatoes,hg/ha,117813.0
1985,Argentina,17.53,591,Crops,Yield,Wheat,hg/ha,16177.0
1985,Argentina,18.02,591,Crops,Yield,Cassava,hg/ha,91408.0
1985,Argentina,18.02,591,Crops,Yield,Maize,hg/ha,35629.0
1985,Argentina,18.02,591,Crops,Yield,Potatoes,hg/ha,211124.0
1985,Argentina,18.02,591,Crops,Yield,"Rice, paddy",hg/ha,36782.0
1985,Argentina,18.02,591,Crops,Yield,Sorghum,hg/ha,31552.0
1985,Argentina,18.02,591,Crops,Yield,Soybeans,hg/ha,19884.0
1985,Argentina,18.02,591,Crops,Yield,Sweet potatoes,hg/ha,117813.0
1985,Argentina,18.02,591,Crops,Yield,Wheat,hg/ha,16177.0
1986,Argentina,18.0,591,Crops,Yield,Cassava,hg/ha,120076.0
1986,Argentina,18.0,591,Crops,Yield,Maize,hg/ha,37450.0
1986,Argentina,18.0,591,Crops,Yield,Potatoes,hg/ha,188418.0
1986,Argentina,18.0,591,Crops,Yield,"Rice, paddy",hg/ha,38849.0
1986,Argentina,18.0,591,Crops,Yield,Sorghum,hg/ha,31250.0
1986,Argentina,18.0,591,Crops,Yield,Soybeans,hg/ha,21411.0
1986,Argentina,18.0,591,Crops,Yield,Sweet potatoes,hg/ha,127414.0
1986,Argentina,18.0,591,Crops,Yield,Wheat,hg/ha,17819.0
1986,Argentina,18.09,591,Crops,Yield,Cassava,hg/ha,120076.0
1986,Argentina,18.09,591,Crops,Yield,Maize,hg/ha,37450.0
1986,Argentina,18.09,591,Crops,Yield,Potatoes,hg/ha,188418.0
1986,Argentina,18.09,591,Crops,Yield,"Rice, paddy",hg/ha,38849.0
1986,Argentina,18.09,591,Crops,Yield,Sorghum,hg/ha,31250.0
1986,Argentina,18.09,591,Crops,Yield,Soybeans,hg/ha,21411.0
1986,Argentina,18.09,591,Crops,Yield,Sweet potatoes,hg/ha,127414.0
1986,Argentina,18.09,591,Crops,Yield,Wheat,hg/ha,17819.0
1987,Argentina,17.32,591,Crops,Yield,Cassava,hg/ha,101575.0
1987,Argentina,17.32,591,Crops,Yield,Maize,hg/ha,31897.0
1987,Argentina,17.32,591,Crops,Yield,Potatoes,hg/ha,199960.0
1987,Argentina,17.32,591,Crops,Yield,"Rice, paddy",hg/ha,39185.0
1987,Argentina,17.32,591,Crops,Yield,Sorghum,hg/ha,30673.0
1987,Argentina,17.32,591,Crops,Yield,Soybeans,hg/ha,18966.0
1987,Argentina,17.32,591,Crops,Yield,Sweet potatoes,hg/ha,138475.0
1987,Argentina,17.32,591,Crops,Yield,Wheat,hg/ha,18847.0
1987,Argentina,17.68,591,Crops,Yield,Cassava,hg/ha,101575.0
1987,Argentina,17.68,591,Crops,Yield,Maize,hg/ha,31897.0
1987,Argentina,17.68,591,Crops,Yield,Potatoes,hg/ha,199960.0
1987,Argentina,17.68,591,Crops,Yield,"Rice, paddy",hg/ha,39185.0
1987,Argentina,17.68,591,Crops,Yield,Sorghum,hg/ha,30673.0
1987,Argentina,17.68,591,Crops,Yield,Soybeans,hg/ha,18966.0
1987,Argentina,17.68,591,Crops,Yield,Sweet potatoes,hg/ha,138475.0
1987,Argentina,17.68,591,Crops,Yield,Wheat,hg/ha,18847.0
1989,Argentina,18.04,591,Crops,Yield,Cassava,hg/ha,100000.0
1989,Argentina,18.04,591,Crops,Yield,Maize,hg/ha,29103.0
1989,Argentina,18.04,591,Crops,Yield,Potatoes,hg/ha,211882.0
1989,Argentina,18.04,591,Crops,Yield,"Rice, paddy",hg/ha,46711.0
1989,Argentina,18.04,591,Crops,Yield,Sorghum,hg/ha,23397.0
1989,Argentina,18.04,591,Crops,Yield,Soybeans,hg/ha,16534.0
1989,Argentina,18.04,591,Crops,Yield,Sweet potatoes,hg/ha,145911.0
1989,Argentina,18.04,591,Crops,Yield,Wheat,hg/ha,18947.0
1989,Argentina,18.19,591,Crops,Yield,Cassava,hg/ha,100000.0
1989,Argentina,18.19,591,Crops,Yield,Maize,hg/ha,29103.0
1989,Argentina,18.19,591,Crops,Yield,Potatoes,hg/ha,211882.0
1989,Argentina,18.19,591,Crops,Yield,"Rice, paddy",hg/ha,46711.0
1989,Argentina,18.19,591,Crops,Yield,Sorghum,hg/ha,23397.0
1989,Argentina,18.19,591,Crops,Yield,Soybeans,hg/ha,16534.0
1989,Argentina,18.19,591,Crops,Yield,Sweet potatoes,hg/ha,145911.0
1989,Argentina,18.19,591,Crops,Yield,Wheat,hg/ha,18947.0
1990,Argentina,17.46,591,Crops,Yield,Cassava,hg/ha,100000.0
1990,Argentina,17.46,591,Crops,Yield,Maize,hg/ha,34608.0
1990,Argentina,17.46,591,Crops,Yield,Potatoes,hg/ha,202747.0
1990,Argentina,17.46,591,Crops,Yield,"Rice, paddy",hg/ha,36709.0
1990,Argentina,17.46,591,Crops,Yield,Sorghum,hg/ha,28116.0
1990,Argentina,17.46,591,Crops,Yield,Soybeans,hg/ha,21566.0
1990,Argentina,17.46,591,Crops,Yield,Sweet potatoes,hg/ha,131864.0
1990,Argentina,17.46,591,Crops,Yield,Wheat,hg/ha,18947.0
1990,Argentina,17.67,591,Crops,Yield,Cassava,hg/ha,100000.0
1990,Argentina,17.67,591,Crops,Yield,Maize,hg/ha,34608.0
1990,Argentina,17.67,591,Crops,Yield,Potatoes,hg/ha,202747.0
1990,Argentina,17.67,591,Crops,Yield,"Rice, paddy",hg/ha,36709.0
1990,Argentina,17.67,591,Crops,Yield,Sorghum,hg/ha,28116.0
1990,Argentina,17.67,591,Crops,Yield,Soybeans,hg/ha,21566.0
1990,Argentina,17.67,591,Crops,Yield,Sweet potatoes,hg/ha,131864.0
1990,Argentina,17.67,591,Crops,Yield,Wheat,hg/ha,18947.0
1991,Argentina,17.64,591,Crops,Yield,Cassava,hg/ha,100000.0
1991,Argentina,17.64,591,Crops,Yield,Maize,hg/ha,40444.0
1991,Argentina,17.64,591,Crops,Yield,Potatoes,hg/ha,205692.0
1991,Argentina,17.64,591,Crops,Yield,"Rice, paddy",hg/ha,40294.0
1991,Argentina,17.64,591,Crops,Yield,Sorghum,hg/ha,33320.0
1991,Argentina,17.64,591,Crops,Yield,Soybeans,hg/ha,22750.0
1991,Argentina,17.64,591,Crops,Yield,Sweet potatoes,hg/ha,131364.0
1991,Argentina,17.64,591,Crops,Yield,Wheat,hg/ha,18972.0
1991,Argentina,17.86,591,Crops,Yield,Cassava,hg/ha,100000.0
1991,Argentina,17.86,591,Crops,Yield,Maize,hg/ha,40444.0
1991,Argentina,17.86,591,Crops,Yield,Potatoes,hg/ha,205692.0
1991,Argentina,17.86,591,Crops,Yield,"Rice, paddy",hg/ha,40294.0
1991,Argentina,17.86,591,Crops,Yield,Sorghum,hg/ha,33320.0
1991,Argentina,17.86,591,Crops,Yield,Soybeans,hg/ha,22750.0
1991,Argentina,17.86,591,Crops,Yield,Sweet potatoes,hg/ha,131364.0
1991,Argentina,17.86,591,Crops,Yield,Wheat,hg/ha,18972.0
1992,Argentina,17.09,591,Crops,Yield,Cassava,hg/ha,100000.0
1992,Argentina,17.09,591,Crops,Yield,Maize,hg/ha,45237.0
1992,Argentina,17.09,591,Crops,Yield,Potatoes,hg/ha,199039.0
1992,Argentina,17.09,591,Crops,Yield,"Rice, paddy",hg/ha,52075.0
1992,Argentina,17.09,591,Crops,Yield,Sorghum,hg/ha,36217.0
1992,Argentina,17.09,591,Crops,Yield,Soybeans,hg/ha,22915.0
1992,Argentina,17.09,591,Crops,Yield,Sweet potatoes,hg/ha,127273.0
1992,Argentina,17.09,591,Crops,Yield,Wheat,hg/ha,21809.0
1992,Argentina,17.51,591,Crops,Yield,Cassava,hg/ha,100000.0
1992,Argentina,17.51,591,Crops,Yield,Maize,hg/ha,45237.0
1992,Argentina,17.51,591,Crops,Yield,Potatoes,hg/ha,199039.0
1992,Argentina,17.51,591,Crops,Yield,"Rice, paddy",hg/ha,52075.0
1992,Argentina,17.51,591,Crops,Yield,Sorghum,hg/ha,36217.0
1992,Argentina,17.51,591,Crops,Yield,Soybeans,hg/ha,22915.0
1992,Argentina,17.51,591,Crops,Yield,Sweet potatoes,hg/ha,127273.0
1992,Argentina,17.51,591,Crops,Yield,Wheat,hg/ha,21809.0
1993,Argentina,17.32,591,Crops,Yield,Cassava,hg/ha,100000.0
1993,Argentina,17.32,591,Crops,Yield,Maize,hg/ha,43552.0
1993,Argentina,17.32,591,Crops,Yield,Potatoes,hg/ha,210314.0
1993,Argentina,17.32,591,Crops,Yield,"Rice, paddy",hg/ha,43559.0
1993,Argentina,17.32,591,Crops,Yield,Sorghum,hg/ha,39529.0
1993,Argentina,17.32,591,Crops,Yield,Soybeans,hg/ha,21589.0
1993,Argentina,17.32,591,Crops,Yield,Sweet potatoes,hg/ha,122955.0
1993,Argentina,17.32,591,Crops,Yield,Wheat,hg/ha,23272.0
1993,Argentina,17.53,591,Crops,Yield,Cassava,hg/ha,100000.0
1993,Argentina,17.53,591,Crops,Yield,Maize,hg/ha,43552.0
1993,Argentina,17.53,591,Crops,Yield,Potatoes,hg/ha,210314.0
1993,Argentina,17.53,591,Crops,Yield,"Rice, paddy",hg/ha,43559.0
1993,Argentina,17.53,591,Crops,Yield,Sorghum,hg/ha,39529.0
1993,Argentina,17.53,591,Crops,Yield,Soybeans,hg/ha,21589.0
1993,Argentina,17.53,591,Crops,Yield,Sweet potatoes,hg/ha,122955.0
1993,Argentina,17.53,591,Crops,Yield,Wheat,hg/ha,23272.0
1994,Argentina,18.17,591,Crops,Yield,Cassava,hg/ha,100000.0
1994,Argentina,18.17,591,Crops,Yield,Maize,hg/ha,42371.0
1994,Argentina,18.17,591,Crops,Yield,Potatoes,hg/ha,230166.0
1994,Argentina,18.17,591,Crops,Yield,"Rice, paddy",hg/ha,42989.0
1994,Argentina,18.17,591,Crops,Yield,Sorghum,hg/ha,35065.0
1994,Argentina,18.17,591,Crops,Yield,Soybeans,hg/ha,20386.0
1994,Argentina,18.17,591,Crops,Yield,Sweet potatoes,hg/ha,176667.0
1994,Argentina,18.17,591,Crops,Yield,Wheat,hg/ha,20237.0
1994,Argentina,18.31,591,Crops,Yield,Cassava,hg/ha,100000.0
1994,Argentina,18.31,591,Crops,Yield,Maize,hg/ha,42371.0
1994,Argentina,18.31,591,Crops,Yield,Potatoes,hg/ha,230166.0
1994,Argentina,18.31,591,Crops,Yield,"Rice, paddy",hg/ha,42989.0
1994,Argentina,18.31,591,Crops,Yield,Sorghum,hg/ha,35065.0
1994,Argentina,18.31,591,Crops,Yield,Soybeans,hg/ha,20386.0
1994,Argentina,18.31,591,Crops,Yield,Sweet potatoes,hg/ha,176667.0
1994,Argentina,18.31,591,Crops,Yield,Wheat,hg/ha,20237.0
1995,Argentina,17.74,591,Crops,Yield,Cassava,hg/ha,100000.0
1995,Argentina,17.74,591,Crops,Yield,Maize,hg/ha,45223.0
1995,Argentina,17.74,591,Crops,Yield,Potatoes,hg/ha,274272.0
1995,Argentina,17.74,591,Crops,Yield,"Rice, paddy",hg/ha,50306.0
1995,Argentina,17.74,591,Crops,Yield,Sorghum,hg/ha,34588.0
1995,Argentina,17.74,591,Crops,Yield,Soybeans,hg/ha,20446.0
1995,Argentina,17.74,591,Crops,Yield,Sweet potatoes,hg/ha,168000.0
1995,Argentina,17.74,591,Crops,Yield,Wheat,hg/ha,21675.0
1995,Argentina,17.62,591,Crops,Yield,Cassava,hg/ha,100000.0
1995,Argentina,17.62,591,Crops,Yield,Maize,hg/ha,45223.0
1995,Argentina,17.62,591,Crops,Yield,Potatoes,hg/ha,274272.0
